timestamp,pyth_price,dex_price,price_vs_sma,momentum,volatility,liquidity,spread,trend,label
88,120.0,120.5,117,117,16,48,136,170,1
89,120.0,120.5,138,109,23,47,129,0,-1
90,120.0,120.5,156,136,26,46,120,170,1
91,120.0,120.5,104,105,47,49,123,85,-1
92,120.0,120.5,151,101,5,49,136,170,1
93,120.0,120.5,110,144,20,46,133,0,-1
94,120.0,120.5,112,107,7,45,134,0,-1
95,120.0,120.5,125,103,1,40,125,0,-1
96,120.0,120.5,133,152,46,40,135,0,-1
97,120.0,120.5,144,123,42,40,126,170,1
98,120.0,120.5,107,150,19,46,122,0,-1
99,120.0,120.5,103,115,8,40,132,170,0
100,120.0,120.5,104,154,8,42,121,0,-1
101,120.0,120.5,129,106,29,40,123,170,1
102,120.0,120.5,120,117,5,49,125,170,1
103,120.0,120.5,144,126,36,45,128,170,1
104,120.0,120.5,152,119,44,41,122,170,1
105,120.0,120.5,143,130,45,50,120,170,1
106,120.0,120.5,147,145,35,50,122,0,0
107,120.0,120.5,126,125,1,49,128,0,-1
108,120.0,120.5,152,134,32,47,131,85,1
109,120.0,120.5,138,154,32,45,127,0,0
110,120.0,120.5,102,130,49,47,136,85,-1
111,120.0,120.5,120,124,3,46,129,0,-1
112,120.0,120.5,131,124,2,40,122,0,-1
113,120.0,120.5,117,148,24,43,128,0,-1
114,120.0,120.5,143,102,5,47,124,85,-1
115,120.0,120.5,143,103,4,41,124,170,1
116,120.0,120.5,117,133,8,50,122,0,-1
117,120.0,120.5,155,105,31,48,128,170,1
118,120.0,120.5,142,134,1,50,124,170,1
119,120.0,120.5,110,112,2,47,127,0,-1
120,120.0,120.5,117,148,41,41,126,0,-1
121,120.0,120.5,114,139,27,41,121,0,-1
122,120.0,120.5,138,128,30,43,121,0,-1
123,120.0,120.5,150,117,2,46,133,0,-1
124,120.0,120.5,148,121,7,43,131,170,1
125,120.0,120.5,117,100,33,45,128,0,-1
126,120.0,120.5,121,100,15,47,123,85,-1
127,120.0,120.5,140,151,3,50,136,0,0
128,120.0,120.5,112,144,40,44,136,0,-1
129,120.0,120.5,130,115,37,50,134,85,-1
130,120.0,120.5,148,103,24,48,128,170,1
131,120.0,120.5,136,149,32,45,120,85,1
132,120.0,120.5,115,124,36,48,134,170,1
133,120.0,120.5,140,111,13,45,132,0,-1
134,120.0,120.5,152,147,21,43,122,170,1
135,120.0,120.5,132,104,30,40,135,170,1
136,120.0,120.5,102,129,38,45,136,170,1
137,120.0,120.5,123,155,9,41,126,0,-1
138,120.0,120.5,109,121,46,40,120,170,1
139,120.0,120.5,116,138,26,46,124,85,0
140,120.0,120.5,137,143,39,49,136,170,1
141,120.0,120.5,140,117,2,42,123,170,1
142,120.0,120.5,149,117,5,49,122,170,1
143,120.0,120.5,118,102,10,48,129,170,0
144,120.0,120.5,156,145,15,43,122,85,1
145,120.0,120.5,103,153,16,41,134,170,1
146,120.0,120.5,126,122,15,45,126,85,0
147,120.0,120.5,106,118,20,49,125,0,-1
148,120.0,120.5,120,134,1,46,122,170,1
149,120.0,120.5,156,141,36,44,130,170,1
150,120.0,120.5,104,124,49,48,120,0,-1
151,120.0,120.5,119,103,40,41,134,85,-1
152,120.0,120.5,145,140,16,45,134,0,-1
153,120.0,120.5,100,106,34,46,130,0,-1
154,120.0,120.5,104,127,26,42,129,170,1
155,120.0,120.5,155,100,31,42,126,85,0
156,120.0,120.5,108,142,10,49,133,0,-1
157,120.0,120.5,109,102,2,48,128,85,-1
158,120.0,120.5,117,114,7,41,125,85,-1
159,120.0,120.5,155,127,3,49,126,0,-1
160,120.0,120.5,131,141,7,45,127,0,-1
161,120.0,120.5,134,133,44,49,129,0,-1
162,120.0,120.5,147,115,29,41,122,0,-1
163,120.0,120.5,120,138,2,43,124,0,-1
164,120.0,120.5,130,141,7,41,133,170,1
165,120.0,120.5,110,114,45,46,120,0,-1
166,120.0,120.5,144,108,14,45,122,85,0
167,120.0,120.5,110,142,36,42,124,0,-1
168,120.0,120.5,149,129,15,40,136,85,1
169,120.0,120.5,144,109,16,40,132,0,-1
170,120.0,120.5,121,106,19,45,130,85,-1
171,120.0,120.5,130,110,49,41,128,0,-1
172,120.0,120.5,114,115,23,47,134,170,1
173,120.0,120.5,111,135,48,49,123,85,0
174,120.0,120.5,109,131,41,49,125,0,-1
175,120.0,120.5,144,137,17,41,133,170,1
176,120.0,120.5,106,134,5,40,136,170,1
177,120.0,120.5,111,154,45,48,128,85,0
178,120.0,120.5,148,106,31,46,134,170,1
179,120.0,120.5,125,149,49,48,120,85,1
180,120.0,120.5,112,132,50,48,123,0,-1
181,120.0,120.5,131,118,6,42,125,0,-1
182,120.0,120.5,146,129,5,43,132,170,1
183,120.0,120.5,154,140,46,42,120,0,0
184,120.0,120.5,132,135,29,46,124,85,1
185,120.0,120.5,129,101,5,44,129,170,1
186,120.0,120.5,136,137,43,44,125,170,1
187,120.0,120.5,134,147,13,46,131,0,-1
188,120.0,120.5,100,156,16,41,134,0,-1
189,120.0,120.5,100,111,25,41,134,0,-1
190,120.0,120.5,143,149,33,48,120,170,1
191,120.0,120.5,149,137,21,48,123,170,1
192,120.0,120.5,145,107,5,44,121,170,1
193,120.0,120.5,119,105,21,45,135,0,-1
194,120.0,120.5,151,111,24,47,126,170,1
195,120.0,120.5,111,103,17,40,124,85,-1
196,120.0,120.5,147,150,46,44,120,0,0
197,120.0,120.5,101,126,44,49,125,0,-1
198,120.0,120.5,137,110,40,44,131,85,0
199,120.0,120.5,109,134,40,49,127,0,-1
200,120.0,120.5,106,137,4,45,125,170,1
201,120.0,120.5,146,123,11,45,123,170,1
202,120.0,120.5,128,127,12,40,132,170,1
203,120.0,120.5,148,143,1,40,130,170,1
204,120.0,120.5,144,120,24,50,120,170,1
205,120.0,120.5,143,132,31,41,130,85,1
206,120.0,120.5,145,143,37,45,120,0,-1
207,120.0,120.5,155,130,32,47,125,0,-1
208,120.0,120.5,147,129,40,43,128,0,-1
209,120.0,120.5,117,106,36,46,120,0,-1
210,120.0,120.5,101,148,9,49,128,85,0
211,120.0,120.5,110,144,12,50,122,170,1
212,120.0,120.5,103,144,13,43,131,85,0
213,120.0,120.5,134,141,50,43,132,170,1
214,120.0,120.5,155,142,38,40,124,0,0
215,120.0,120.5,124,103,10,43,131,85,-1
216,120.0,120.5,121,142,39,43,125,170,1
217,120.0,120.5,110,112,47,45,131,85,-1
218,120.0,120.5,139,129,47,48,130,170,1
219,120.0,120.5,122,145,9,45,124,85,1
220,120.0,120.5,128,110,6,49,131,0,-1
221,120.0,120.5,110,152,6,42,130,0,-1
222,120.0,120.5,107,119,14,43,130,85,-1
223,120.0,120.5,122,139,23,44,124,0,-1
224,120.0,120.5,155,103,20,44,124,85,0
225,120.0,120.5,131,100,40,40,125,170,1
226,120.0,120.5,144,111,21,45,134,85,0
227,120.0,120.5,116,100,9,49,122,85,-1
228,120.0,120.5,139,101,26,43,136,0,-1
229,120.0,120.5,140,152,28,45,124,0,0
230,120.0,120.5,129,108,12,42,128,85,-1
231,120.0,120.5,147,104,11,45,133,85,0
232,120.0,120.5,152,116,36,46,122,170,1
233,120.0,120.5,100,120,29,48,134,0,-1
234,120.0,120.5,129,140,10,42,130,170,1
235,120.0,120.5,112,104,43,40,130,170,0
236,120.0,120.5,107,140,30,45,125,170,1
237,120.0,120.5,121,119,2,43,132,0,-1
238,120.0,120.5,146,129,4,49,131,85,1
239,120.0,120.5,109,101,50,40,127,0,-1
240,120.0,120.5,100,137,47,46,132,170,1
241,120.0,120.5,114,144,1,41,130,0,-1
242,120.0,120.5,106,145,40,43,126,0,-1
243,120.0,120.5,128,128,48,47,130,85,0
244,120.0,120.5,129,100,1,48,124,170,1
245,120.0,120.5,140,133,10,48,126,85,1
246,120.0,120.5,125,135,17,49,127,170,1
247,120.0,120.5,124,149,44,44,130,0,-1
248,120.0,120.5,118,133,48,45,132,170,1
249,120.0,120.5,111,125,33,45,135,85,-1
250,120.0,120.5,104,140,26,42,125,170,1
251,120.0,120.5,105,119,25,45,127,0,-1
252,120.0,120.5,136,124,26,42,124,0,-1
253,120.0,120.5,132,102,40,47,124,0,-1
254,120.0,120.5,115,120,33,40,128,170,1
255,120.0,120.5,146,108,49,42,135,170,1
256,120.0,120.5,132,113,36,40,126,170,1
257,120.0,120.5,114,105,49,44,133,170,0
258,120.0,120.5,134,116,1,49,122,0,-1
259,120.0,120.5,132,146,11,50,125,0,-1
260,120.0,120.5,118,131,11,42,131,170,1
261,120.0,120.5,125,115,27,46,131,0,-1
262,120.0,120.5,103,132,44,40,125,85,-1
263,120.0,120.5,114,113,15,44,134,85,-1
264,120.0,120.5,123,149,15,43,122,85,1
265,120.0,120.5,112,109,14,50,134,85,-1
266,120.0,120.5,122,143,11,43,132,170,1
267,120.0,120.5,132,152,28,41,125,0,-1
268,120.0,120.5,100,140,12,48,120,170,1
269,120.0,120.5,115,133,17,45,128,0,-1
270,120.0,120.5,118,154,22,43,131,170,1
271,120.0,120.5,130,139,7,48,130,85,1
272,120.0,120.5,108,131,31,40,129,170,1
273,120.0,120.5,134,130,13,43,129,0,-1
274,120.0,120.5,141,143,48,45,131,85,1
275,120.0,120.5,146,148,29,40,121,0,0
276,120.0,120.5,137,115,41,42,130,85,0
277,120.0,120.5,130,106,8,43,133,85,-1
278,120.0,120.5,143,116,19,46,130,85,0
279,120.0,120.5,100,113,50,46,121,85,-1
280,120.0,120.5,121,152,22,44,133,0,-1
281,120.0,120.5,134,105,26,40,127,170,1
282,120.0,120.5,121,133,8,43,131,0,-1
283,120.0,120.5,119,140,3,46,126,0,-1
284,120.0,120.5,106,105,8,47,130,170,0
285,120.0,120.5,101,109,16,43,121,85,-1
286,120.0,120.5,124,155,35,45,132,0,-1
287,120.0,120.5,113,136,8,46,130,170,1
288,120.0,120.5,111,156,50,40,121,0,-1
289,120.0,120.5,111,131,38,45,136,0,-1
290,120.0,120.5,112,147,7,42,131,170,1
291,120.0,120.5,147,107,5,42,124,85,0
292,120.0,120.5,155,102,26,42,129,170,1
293,120.0,120.5,145,140,50,43,127,85,1
294,120.0,120.5,148,141,47,45,123,85,1
295,120.0,120.5,131,118,34,41,123,0,-1
296,120.0,120.5,104,128,37,44,130,85,-1
297,120.0,120.5,123,113,40,46,136,0,-1
298,120.0,120.5,124,129,23,50,125,0,-1
299,120.0,120.5,107,106,33,48,128,170,0
300,120.0,120.5,106,146,31,40,122,170,1
301,120.0,120.5,114,131,39,43,121,0,-1
302,120.0,120.5,141,150,1,47,122,170,1
303,120.0,120.5,140,153,2,48,127,170,1
304,120.0,120.5,144,119,6,41,122,170,1
305,120.0,120.5,133,139,33,45,121,85,1
306,120.0,120.5,115,144,9,40,136,170,1
307,120.0,120.5,132,144,1,45,132,0,-1
308,120.0,120.5,135,109,37,49,123,85,-1
309,120.0,120.5,135,101,45,44,128,0,-1
310,120.0,120.5,150,145,15,48,136,85,1
311,120.0,120.5,129,116,9,48,120,170,1
312,120.0,120.5,120,106,21,41,130,170,1
313,120.0,120.5,130,123,14,49,121,170,1
314,120.0,120.5,131,107,49,43,125,85,-1
315,120.0,120.5,100,122,3,41,126,85,-1
316,120.0,120.5,116,126,15,43,123,0,-1
317,120.0,120.5,156,122,12,47,121,85,1
318,120.0,120.5,154,151,11,40,129,85,1
319,120.0,120.5,112,132,25,42,129,85,-1
320,120.0,120.5,131,111,47,42,129,0,-1
321,120.0,120.5,132,119,7,50,122,170,1
322,120.0,120.5,154,105,44,50,120,170,1
323,120.0,120.5,116,117,25,47,134,85,-1
324,120.0,120.5,103,112,11,43,135,85,-1
325,120.0,120.5,149,140,6,45,125,170,1
326,120.0,120.5,154,117,34,41,132,85,1
327,120.0,120.5,146,135,12,43,132,170,1
328,120.0,120.5,149,125,19,44,134,0,-1
329,120.0,120.5,129,154,41,40,124,0,-1
330,120.0,120.5,138,105,29,42,125,170,1
331,120.0,120.5,116,102,28,47,129,0,-1
332,120.0,120.5,152,129,27,48,126,170,1
333,120.0,120.5,113,127,19,48,130,170,1
334,120.0,120.5,150,143,32,42,122,85,1
335,120.0,120.5,113,106,43,41,133,170,0
336,120.0,120.5,151,115,14,42,127,0,-1
337,120.0,120.5,154,149,14,40,125,170,1
338,120.0,120.5,132,102,22,42,128,170,1
339,120.0,120.5,110,107,5,49,125,170,0
340,120.0,120.5,142,130,42,45,124,85,1
341,120.0,120.5,131,151,18,47,130,85,1
342,120.0,120.5,153,136,33,50,124,85,1
343,120.0,120.5,153,146,35,48,133,85,1
344,120.0,120.5,113,146,34,50,131,85,0
345,120.0,120.5,113,105,32,48,133,170,0
346,120.0,120.5,117,103,10,46,133,170,0
347,120.0,120.5,106,115,7,48,126,0,-1
348,120.0,120.5,128,133,31,46,129,0,-1
349,120.0,120.5,131,155,50,48,134,85,1
350,120.0,120.5,146,143,29,45,131,85,1
351,120.0,120.5,126,116,14,45,122,0,-1
352,120.0,120.5,146,156,44,41,131,170,1
353,120.0,120.5,127,130,37,43,135,170,1
354,120.0,120.5,129,100,8,45,131,85,-1
355,120.0,120.5,114,116,35,49,124,170,1
356,120.0,120.5,102,106,11,44,134,170,0
357,120.0,120.5,138,135,47,50,134,0,-1
358,120.0,120.5,138,135,46,42,135,85,1
359,120.0,120.5,122,154,0,41,136,0,-1
360,120.0,120.5,127,138,50,45,132,85,0
361,120.0,120.5,146,127,16,43,123,0,-1
362,120.0,120.5,108,124,23,45,121,0,-1
363,120.0,120.5,128,127,12,49,134,0,-1
364,120.0,120.5,102,119,32,41,132,85,-1
365,120.0,120.5,124,126,27,42,132,85,0
366,120.0,120.5,111,134,35,46,121,0,-1
367,120.0,120.5,121,154,26,44,121,85,1
368,120.0,120.5,156,154,3,43,135,170,1
369,120.0,120.5,124,138,22,41,124,0,-1
370,120.0,120.5,147,111,44,48,126,0,-1
371,120.0,120.5,129,109,25,48,123,170,1
372,120.0,120.5,130,153,46,46,135,170,1
373,120.0,120.5,113,138,21,50,121,170,1
374,120.0,120.5,148,125,49,44,134,170,1
375,120.0,120.5,154,152,42,50,131,170,1
376,120.0,120.5,112,131,29,41,121,0,-1
377,120.0,120.5,105,102,21,47,126,170,0
378,120.0,120.5,120,107,11,49,123,170,1
379,120.0,120.5,116,155,7,44,131,85,1
380,120.0,120.5,100,116,31,49,132,0,-1
381,120.0,120.5,151,111,27,50,134,170,1
382,120.0,120.5,150,125,19,42,121,170,1
383,120.0,120.5,142,109,33,40,131,85,0
384,120.0,120.5,123,106,13,41,128,0,-1
385,120.0,120.5,135,130,36,45,133,0,-1
386,120.0,120.5,148,107,22,42,128,170,1
387,120.0,120.5,156,121,15,44,135,170,1
388,120.0,120.5,136,125,28,44,121,85,0
389,120.0,120.5,120,130,33,42,132,0,-1
390,120.0,120.5,110,101,13,43,132,85,-1
391,120.0,120.5,110,151,9,44,136,0,-1
392,120.0,120.5,117,112,41,45,120,85,-1
393,120.0,120.5,131,139,11,44,121,85,1
394,120.0,120.5,150,155,40,47,126,85,1
395,120.0,120.5,127,150,12,41,128,170,1
396,120.0,120.5,145,109,50,46,136,85,0
397,120.0,120.5,111,150,41,41,135,85,0
398,120.0,120.5,120,113,12,42,120,170,1
399,120.0,120.5,103,116,17,41,132,0,-1
400,120.0,120.5,145,138,0,47,121,0,-1
401,120.0,120.5,111,137,13,48,133,0,-1
402,120.0,120.5,147,140,47,47,125,0,-1
403,120.0,120.5,151,141,11,43,125,170,1
404,120.0,120.5,118,140,4,42,131,85,0
405,120.0,120.5,114,111,45,42,123,85,-1
406,120.0,120.5,144,153,20,48,133,0,0
407,120.0,120.5,108,136,14,50,120,85,-1
408,120.0,120.5,145,128,31,47,128,85,1
409,120.0,120.5,107,103,3,46,133,85,-1
410,120.0,120.5,145,109,26,49,127,170,1
411,120.0,120.5,148,114,12,45,121,85,0
412,120.0,120.5,154,100,15,43,121,0,-1
413,120.0,120.5,154,145,46,45,125,85,1
414,120.0,120.5,116,115,47,43,129,170,1
415,120.0,120.5,155,120,8,42,121,170,1
416,120.0,120.5,127,106,26,43,135,170,1
417,120.0,120.5,149,156,16,43,128,0,0
418,120.0,120.5,102,117,35,44,136,0,-1
419,120.0,120.5,106,124,10,49,124,85,-1
420,120.0,120.5,112,147,39,45,136,0,-1
421,120.0,120.5,108,116,20,40,120,0,-1
422,120.0,120.5,148,134,48,47,133,170,1
423,120.0,120.5,143,106,23,40,131,170,1
424,120.0,120.5,144,148,16,40,126,85,1
425,120.0,120.5,121,145,42,45,132,0,-1
426,120.0,120.5,128,138,13,49,132,170,1
427,120.0,120.5,140,115,12,47,134,85,0
428,120.0,120.5,141,156,38,48,123,170,1
429,120.0,120.5,153,107,35,48,130,0,-1
430,120.0,120.5,131,124,27,50,126,85,0
431,120.0,120.5,137,110,3,44,122,170,1
432,120.0,120.5,123,133,24,40,131,170,1
433,120.0,120.5,111,129,45,43,126,170,1
434,120.0,120.5,111,128,29,40,124,170,1
435,120.0,120.5,116,120,37,48,130,85,-1
436,120.0,120.5,139,146,43,40,135,0,-1
437,120.0,120.5,143,121,4,47,121,0,-1
438,120.0,120.5,116,115,2,43,129,0,-1
439,120.0,120.5,140,108,48,44,136,85,0
440,120.0,120.5,116,108,24,48,125,0,-1
441,120.0,120.5,124,155,47,43,127,170,1
442,120.0,120.5,104,141,4,40,133,0,-1
443,120.0,120.5,102,143,39,46,128,0,-1
444,120.0,120.5,118,134,8,41,134,170,1
445,120.0,120.5,125,135,31,46,133,0,-1
446,120.0,120.5,109,115,23,46,127,170,1
447,120.0,120.5,126,139,36,50,136,85,0
448,120.0,120.5,141,110,12,46,129,85,0
449,120.0,120.5,137,113,30,49,122,85,0
450,120.0,120.5,118,156,11,46,131,170,1
451,120.0,120.5,102,128,10,46,120,0,-1
452,120.0,120.5,135,145,13,48,121,0,-1
453,120.0,120.5,129,151,29,44,124,0,-1
454,120.0,120.5,122,135,27,50,123,0,-1
455,120.0,120.5,142,150,12,46,127,170,1
456,120.0,120.5,122,133,2,50,131,85,0
457,120.0,120.5,104,148,38,42,123,0,-1
458,120.0,120.5,115,122,6,50,135,0,-1
459,120.0,120.5,108,143,50,47,130,0,-1
460,120.0,120.5,133,134,29,41,136,85,1
461,120.0,120.5,107,155,21,49,131,170,1
462,120.0,120.5,128,118,22,46,136,85,0
463,120.0,120.5,141,119,7,50,128,85,0
464,120.0,120.5,100,113,29,41,121,85,-1
465,120.0,120.5,113,113,26,46,123,85,-1
466,120.0,120.5,117,127,1,41,132,170,1
467,120.0,120.5,118,146,30,43,123,0,-1
468,120.0,120.5,149,147,10,41,120,85,1
469,120.0,120.5,100,110,20,42,131,170,0
470,120.0,120.5,147,115,26,42,126,170,1
471,120.0,120.5,126,137,3,49,126,0,-1
472,120.0,120.5,140,142,41,46,130,85,1
473,120.0,120.5,138,119,25,50,133,170,1
474,120.0,120.5,101,130,48,40,136,85,-1
475,120.0,120.5,116,104,36,40,120,85,-1
476,120.0,120.5,155,120,3,50,129,85,1
477,120.0,120.5,112,155,42,49,120,85,1
478,120.0,120.5,104,106,11,47,131,85,-1
479,120.0,120.5,155,149,32,45,132,170,1
480,120.0,120.5,140,136,33,47,124,0,-1
481,120.0,120.5,146,130,19,46,124,0,-1
482,120.0,120.5,130,155,3,44,127,0,-1
483,120.0,120.5,123,103,27,40,120,85,-1
484,120.0,120.5,149,131,26,42,121,170,1
485,120.0,120.5,127,101,9,48,132,170,1
486,120.0,120.5,151,146,23,43,120,0,0
487,120.0,120.5,142,127,12,44,133,170,1
488,120.0,120.5,115,135,49,41,129,0,-1
489,120.0,120.5,151,134,15,43,122,0,-1
490,120.0,120.5,111,125,47,40,122,170,1
491,120.0,120.5,143,111,36,45,123,170,1
492,120.0,120.5,136,133,11,43,129,170,1
493,120.0,120.5,137,134,50,40,121,170,1
494,120.0,120.5,146,144,19,42,133,170,1
495,120.0,120.5,152,125,0,47,121,170,1
496,120.0,120.5,101,101,50,49,133,0,-1
497,120.0,120.5,132,137,40,47,120,170,1
498,120.0,120.5,117,141,2,40,121,170,1
499,120.0,120.5,130,114,44,48,130,85,-1
500,120.0,120.5,149,110,3,47,124,0,-1
501,120.0,120.5,118,156,30,42,124,0,-1
502,120.0,120.5,116,144,48,46,134,85,0
503,120.0,120.5,136,118,49,47,127,0,-1
504,120.0,120.5,155,102,28,49,135,85,0
505,120.0,120.5,126,123,9,42,127,85,0
506,120.0,120.5,126,145,45,50,130,85,1
507,120.0,120.5,136,113,43,48,135,0,-1
508,120.0,120.5,129,132,41,47,124,0,-1
509,120.0,120.5,152,125,10,42,127,0,-1
510,120.0,120.5,119,153,24,46,136,170,1
511,120.0,120.5,149,153,9,49,128,85,1
512,120.0,120.5,138,136,19,42,125,85,1
513,120.0,120.5,110,111,41,41,122,85,-1
514,120.0,120.5,118,142,12,41,127,85,0
515,120.0,120.5,117,131,20,45,120,85,0
516,120.0,120.5,141,130,44,46,127,0,-1
517,120.0,120.5,148,123,38,47,131,170,1
518,120.0,120.5,125,125,50,42,132,85,0
519,120.0,120.5,142,151,12,45,121,0,0
520,120.0,120.5,154,117,7,49,125,85,1
521,120.0,120.5,141,141,42,43,126,0,-1
522,120.0,120.5,145,154,37,41,136,0,0
523,120.0,120.5,126,105,1,42,135,0,-1
524,120.0,120.5,144,132,46,41,134,170,1
525,120.0,120.5,135,102,24,45,121,85,-1
526,120.0,120.5,117,150,7,41,135,0,-1
527,120.0,120.5,150,107,31,49,120,85,0
528,120.0,120.5,105,112,0,47,133,85,-1
529,120.0,120.5,150,123,36,41,135,170,1
530,120.0,120.5,132,155,1,44,125,85,1
531,120.0,120.5,101,122,30,40,129,85,-1
532,120.0,120.5,121,149,41,50,133,170,1
533,120.0,120.5,113,129,28,47,132,170,1
534,120.0,120.5,117,108,13,44,121,85,-1
535,120.0,120.5,121,101,4,40,127,85,-1
536,120.0,120.5,136,101,31,41,125,170,1
537,120.0,120.5,111,142,32,40,127,85,0
538,120.0,120.5,146,156,37,46,131,170,1
539,120.0,120.5,119,136,39,45,125,0,-1
540,120.0,120.5,121,106,10,44,122,170,1
541,120.0,120.5,141,156,1,48,132,170,1
542,120.0,120.5,128,129,46,43,125,170,1
543,120.0,120.5,126,149,14,43,127,0,-1
544,120.0,120.5,134,100,4,47,133,170,1
545,120.0,120.5,127,141,0,41,131,0,-1
546,120.0,120.5,152,138,46,46,126,85,1
547,120.0,120.5,125,135,40,41,121,85,0
548,120.0,120.5,104,104,0,43,122,85,-1
549,120.0,120.5,115,156,38,50,125,85,1
550,120.0,120.5,123,117,15,44,127,0,-1
551,120.0,120.5,135,118,26,48,120,0,-1
552,120.0,120.5,148,115,49,43,130,170,1
553,120.0,120.5,155,142,48,43,124,85,1
554,120.0,120.5,144,131,7,44,132,170,1
555,120.0,120.5,138,107,2,49,135,0,-1
556,120.0,120.5,128,154,5,41,122,170,1
557,120.0,120.5,130,152,25,44,134,170,1
558,120.0,120.5,105,101,5,48,136,0,-1
559,120.0,120.5,131,118,30,50,132,0,-1
560,120.0,120.5,110,111,46,49,131,0,-1
561,120.0,120.5,102,122,6,42,128,170,1
562,120.0,120.5,113,122,2,40,136,0,-1
563,120.0,120.5,113,108,39,47,123,85,-1
564,120.0,120.5,139,150,6,42,132,85,1
565,120.0,120.5,137,129,4,40,131,0,-1
566,120.0,120.5,105,135,11,49,122,85,-1
567,120.0,120.5,133,125,31,49,124,0,-1
568,120.0,120.5,120,140,29,44,120,170,1
